type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Movie,supergrid,18+,80 min,"Action, Sci_Fi",5.5,leo farard,marshall williams,natalie krill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,lady you shot me: the life and death of sam cooke,13+,75 min,Documentary,5.5,john antonelli,denise dowse,bill gardner,zelda sands,al schmit,eugene jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hellraiser,R,94 min,Horror,5.5,clare higgins,ashley laurence,andrew robinson,sean chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the reef,R,88 min,Horror,5.5,damian walshe_howling,gyton grantley,adrienne pickering,zoe naylor,kieran darcy_smith,mark simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,iceberg slim: portrait of a pimp,13+,88 min,Documentary,5.5,ice_t,quincy jones,chris rock,snoop dogg,henry rollins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,five little ducks nursery rhymes for babies in indonesian,ALL,45 min,"Animation, Kids, MusicVideos_Concerts",5.5,kids tv,junior squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,backstabbed,13+,88 min,"Drama, Suspense",5.5,josie davis,brittany underwood,micah alberti,kevin spirtas,brad lee wind,amanda musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,6 days,R,94 min,"Action, Drama",5.5,mark strong,abbie cornish,jamie bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,daddydelphia,18+,1 Season,"Animation, Comedy",5.5,harold eric,alex aldea,arlene gambino,evan maltby,briana sky riley,mijon zulu,halle mastroberardino,maxwell levy,sakyiwaa baah,christopher morucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,prince of central park,PG_13,111 min,"Action, Adventure, Drama",5.5,danny aiello,harvey keitel,cathy moriarty,kathleen turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,big eden,PG_13,118 min,"Arthouse, Drama, LGBTQ",5.5,arye gross,eric schweig,tim dekay,louise fletcher,george coe,nan martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,salmonberries,18+,95 min,Drama,5.5,angayuqaq oscar kawagley,rosel zech,k.d. lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,marvin & tige,18+,103 min,"Drama, SpecialInterest",5.5,john cassavetes,billy dee williams,gibran brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the husband's lethal intentions,PG_13,93 min,Drama,5.5,stan j. adams,angelique chapman,emperor kaioyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kuriyan jawan bapu preshaan,13+,106 min,"Comedy, Drama",5.5,karamjit anmol,ekta gulati khera,love gill,pihu sharma,lucky dhaliwal,kaka kautaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tenderness,R,101 min,"Drama, Suspense",5.5,russell crowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,broken vows (2016),R,91 min,"Horror, Suspense",5.5,matt riedy,rene ashton,lacey hannan,wes bentley,emily robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tributaries,13+,101 min,"Drama, Sci_Fi, Suspense",5.5,rosie koster,connor mcnelis,phillip fry,amy lyn elliott,delaney hathaway,daniel v. klein,eli sharp,mike ancas,alex blair,tim bendig,debra hulings,santana maynard,stephanie swift,kelsey rae patterson,joe gorski,bryan chemini,jessica joerndt,haley goff,lou consolo,lydia zagorski,jeff bell,emory miyagishima,martin gonzales,andy stuchell,david zvirman,charles j. nemit,vincent wieczorek,spencer patterson,rick dutrow,shayna bright,bernie lewis,monica sauk,brenda ancas,elizabeth kundla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,all hallows' eve,UNRATED,92 min,Kids,5.5,lexi giovagnoli,ashley argota,john deluca,diane salinger,tracey gold,martin klebba,dee wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,permission,18+,98 min,"Comedy, Drama",5.5,rebecca hall,dan stevens,gina gershon,francois arnaud,jason sudeikis,morgan spector,sarah steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,leave no trace,PG,109 min,Drama,5.5,ben foster,thomasin harcourt mckenzie,jeff kober,dale dickey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,alejandro,13+,99 min,Drama,5.5,tina mba,sam ojo,joshua pineda,nancy isime,afeez oyetoro saka,troy powell,lydia gray,brian shoop,clare holt,dion berryhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kal ho naa ho,ALL,187 min,"Comedy, Drama, International",5.5,shah rukh khan,preity zinta,saif ali khan,jaya bhaduri,sushma seth,reema lagoo,lilette dubey,delnaz paul,sonali bendre,rani mukerji,sanjay kapoor,sulabha arya,athit naik,jhanak shukla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,locas por el cambio,PG_13,95 min,Comedy,5.5,sofã­a sisniega,mariel molino,mauricio argã¼elles,juan pablo gil,josemaria torre_hã¼tt,alejandra ley,amorita rasgado,concepciã³n mã¡rquez,raquel garza,mã³nica dionne,itatã­ cantoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the legend of xiao chuo,13+,1 Season,Drama,5.5,tiffany tang,shawn dou,charmaine sheh,jing chao,kevin tan,liu yi jun,amber lu,jeffery ji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,steve and maggie _ giggles galore,ALL,1 Season,"Animation, Kids",5.5,steve,maggie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,romang,13+,112 min,"Drama, Romance",5.5,lee soon_jae,jung young_sook,jo han_chul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,no exit,18+,59 min,"Comedy, Horror",5.5,john brynes,marie weigle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cries from the heart,16+,90 min,Drama,5.5,patty duke,melissa gilbert,bradley pierce,markus flanagan,lisa banes,terrie snell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,camino a bali,7+,91 min,"Action, Comedy, Kids",5.5,bing crosby,bob hope,dorothy lamour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sunstroke,16+,159 min,"Drama, Romance",5.5,martinsh kalita,viktoriya solovyova,aleksandr ustyugov,anastasiya imamova,vitaliy kishchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,this world won't break,16+,149 min,Drama,5.5,greg schroeder,matthew posey,roxanna redfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tracking baby dinosaur t_rex ranch,ALL,10 min,Kids,5.5,lb,aaron michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,little did he know,13+,97 min,Comedy,5.5,kelsey shryer,hunter sansone,bozana cavar,david j. lee,nicholas gianini,kristin mothersbaugh,vickie doerr,angela stephens,betsy bowman,sarah cotton,topher hall,andrew long,richie lee,james harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ladies vs ricky bahl,13+,140 min,"Comedy, International, Romance",5.5,ranveer singh,anushka sharma,parineeti chopra,aditi sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cannibal women in the avocado jungle of death,PG_13,89 min,"Action, Comedy",5.5,shannon tweed,bill maher,karen m. waldron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,once upon a time in philly,18+,94 min,"Action, Drama",5.5,rell angelo,sonni blak,al black,tyreek cade,ruben rivera,robin lee wright,tameeka ryant,alease braxton,christina cartier,zahnay blakey,foma fowler,dave gilbert,eric stafford,"ja""vese washington",christina ramos,wayne thomas,dominic king,laura cummings,johnathan davis,mark salidino,billy kontostergios,conor begly,china white,isaiah pearson,kelvin buds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nazi undead,18+,78 min,Horror,5.5,georgia chara,leigh scully,andy mcphee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,other voices,18+,84 min,Documentary,5.5,roni keidar,marwan mahmoud,natan galvowicz,ahmed jamal al_nassan,eric yellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,octagon,R,103 min,Horror,5.5,kierney nelson,deborah hurm,blythe scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mama's song,18+,41 min,"Drama, Kids, SpecialInterest",5.5,spence moore ii,nicci carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,flying tiger 2,TV_14,1 Season,Action,5.5,michael miu,bosco wong,kenneth ma,ron ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,1939: westerplatte,18+,119 min,"Action, Drama",5.5,michal zebrowski,robert zoledziewski,jan englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,wild kratts: creatures of the deep sea,G,50 min,Kids,5.5,chris kratt,martin kratt,jonathan malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,detentionaire,TV_Y7,2 Seasons,"Animation, Comedy, Kids",5.5,jonathan tan,zachary bennett,ryan belleville,seã¡n cullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,series before 1c onboarding _ 2,18+,2 Seasons,"Action, Animation",5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the intimidation game,18+,70 min,"Drama, Suspense",5.5,lexie smith,lamar allen,joshua powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,honeymoon from hell,UNRATED,90 min,Suspense,5.5,lexi giovagnoli,adam hagenbuch,christian brunetti,ciara flynn,cameron richardson,catherine hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bunty aur babli,13+,170 min,"Comedy, International",5.5,abhishek bachchan,rani mukerji,amitabh bachchan,aishwarya rai bachchan,kiran juneja,puneet issar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,without fear,16+,44 min,Action,5.5,randy carr,teule chisolm jr.,parnesha ingram,carlos santiago,terrence nelson,carl jefferson,lizbeth resendiz,wesley hapner,jason mahoney,chase stancel,will sch,patrick spann,robert diaz,jimmy fontaine,clayton carmine,mike torres,khalil barnett,chris copeland,braylon allen,elyas rashid,dillon victor,jairus ellis,deandre t. richburge,alan smith,bryan davis,justin singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,curse of aurore,18+,90 min,"Drama, Horror",5.5,llana barron,lex wilson,jordan kaplan,agathe salzmann,casey nolan,roxane delisle,mike d. smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,blippi's summer games,ALL,40 min,Kids,5.5,stevin john,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,annaiyum pithavum,ALL,154 min,"Comedy, Drama",5.5,a. v. m. rajan,vanisri,sivakumar,lakshmi,manorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,camino,18+,104 min,"Action, Suspense",5.5,zoã« bell,nacho vigalondo,francisco barreiro,sheila vand,tenoch huerta,dominic rains,kevin pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,making sense,18+,85 min,"Drama, Sci_Fi",5.5,jessi melton,richard klautsch,brooke burton,justin ness,makenzie ellsworth,mike barnett,taylor gonzalez,nyk fry,miguel ayala,brian telestai,jim quinn,lily yasuda,cherie julander,travis swartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,bite me,TV_MA,1 Season,"Comedy, Horror",5.5,yousef abu_taleb,justin giddings,ryan welsh,dani lennon,risdon roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,zombie for sale,18+,112 min,"Comedy, Horror",5.5,se_ah jang,jae_yeong jeong,garam jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,berlin i love you,R,120 min,Romance,5.5,keira knightley,helen mirren,luke wilson,jim sturgess,mickey rourke,jenna dewan,hayden panettiere,emily beecham,dianna argon,diego luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,preetam,13+,125 min,"Comedy, Romance",5.5,pranav raorane,upendra limaye,nakshatra medheka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,inga enna solluthu,18+,119 min,"Comedy, Drama",5.5,vtv ganesh,meera jasmine,santhanam,pandiarajan,swarnamalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,paralyzed,13+,46 min,SpecialInterest,5.5,ashlynn hideman,michael zavodny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,love is not what it used to be,16+,89 min,Comedy,5.5,aida folch,petra martã­nez,nicolã¡s coronado,alberto san juan,blanca romero,jose coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,achamindri,13+,118 min,"Action, Suspense",5.5,vijay vasanth,samuthirakani s,srushti dange,vidya pradeep,saranya ponvannan,radha ravi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,marked man,R,94 min,"Action, Drama",5.5,roddy piper,jane wheeler,miles o'keeffe,chris bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kurara: the dazzling life of hokusai's daughter,13+,74 min,Drama,5.5,aoi miyazaki,ryuhei matsuda,hiroki miyake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,holy air,16+,81 min,"Comedy, Drama",5.5,shady srour,laã«titia eã¯do,samuel calderon,tarik kopty,roberto della rocca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,#home (4k uhd),13+,161 min,Drama,5.5,indrans,sreenath bhasi,vijay babu,manju pillai,neslin,kainakary thankaraj,kpac lalitha,srikanth murali,johny antony,pauly wilson,maniyan pillai raju,anoop menon,aju varghese,kiran aravindhakshan,chithra,priyanka nair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,i'd like to be alone now,13+,107 min,"Comedy, Drama, Kids",5.5,david fynn,vanessa lengies,mindy sterlin,jack mcgee,samm levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the private life of samuel pepys,16+,60 min,Drama,5.5,steve coogan,danny webb,tim pigott_smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,king lear,13+,138 min,Drama,5.5,ian holm,timothy west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,checkmate,13+,90 min,"Comedy, Suspense",5.5,vishnu priya,rajendra prasad,diksha panth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,copenhagen,13+,90 min,Drama,5.5,stephen rea,daniel craig,francesca annis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kadhal kasakuthaiya,13+,127 min,Romance,5.5,dhruvva,venba,charle,kalpana,deepa nethran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,eight hours from paris,16+,75 min,"Drama, Romance",5.5,tom higgins,julia ford,angela walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hey jude,13+,137 min,Romance,5.5,nivin pauly,trisha krishnan,siddique,neena kurup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,apache country,13+,62 min,Western,5.5,gene autry,champion,carolina cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,unauthorized,16+,89 min,"Arthouse, Comedy",5.5,elia k. schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the nightstalker,R,82 min,"Horror, Suspense",5.5,adolph cortez,elissa dowling,victoria ullman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the king maker,R,92 min,"Action, Romance",5.5,gary stretch,john rhys_davies,cindy burbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,max,R,109 min,Drama,5.5,john cusack,leelee sobieski,molly parker,noah taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,insanitarium,R,89 min,Horror,5.5,jesse metcalfe,kiele sanchez,kevin sussman,peter stormare,olivia munn,carla gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,big top evil,18+,81 min,"Horror, Suspense",5.5,sean haitz,jisaura cardinale,austin judd,bill moseley,j larose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the shattering,16+,78 min,"Drama, Horror, Suspense",5.5,murisa harba,timothy ryan cole,charlotte beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the omen,R,110 min,"Drama, Horror, Suspense",5.5,liev schreiber,julia stiles,mia farrow,sara houghton,pavel cajzl,richard rees,nikki amuka_bird,federico pacifici,alessandra vanzi,massimo bellinzoni,vee vimolmal,joe towne,michael gambon,curtis matthew,carlo sabatini,giovanni lombardo radice,baby zikova,baby morvas,baby muller,baby litera,tomas wooler,rafael sallas,marshall cupp,martin hindy,seamus davey_fitzpatrick,amy huck,vince valituti,klara low,david thewlis,laurie tallack,myanna buring,kammy darweish,harvey stephens,reggie austin,tonya graves,pete postlethwaite,changa bell,janet henfrey,predrag bjelac,bohumil svarc,john moore,jeffrey stott,david seltzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the heartthrob,13+,97 min,Comedy,5.5,thiago fragoso,luiz henrique nogueira,christine fernandes,fiuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ouija death trap,18+,74 min,Horror,5.5,jessica hopkins,william christopher epperson,dakota lassen,john o'hara,raven reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,daredevil director's cut,UNRATED,133 min,Action,5.5,ben affleck,jennifer garner,joe pantoliano,jon favreau,michael clarke duncan,colin farrell,david keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rifftrax: astro_zombies,13+,92 min,"Comedy, Horror",5.5,michael j. nelson,kevin murphy,bill corbett,john carradine,wendell corey,tom pace,joan patrick,tura satana,mystery science theater 3000 guys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cows wearing glasses,16+,93 min,Drama,5.5,daniel lugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,forgiven,7+,73 min,"Drama, SpecialInterest",5.5,dean cain,kristi lawerence,aslyn sowards,glenda carol,james law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,advocate,13+,153 min,"Action, Drama",5.5,pawan kalyan,nivetha thomas,anjali,ananya,prakash raj,shruti haasan,vamsi krishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,murder town,13+,91 min,Suspense,5.5,gerhard liebmann,simon hatzl,ines honsel,manuel sefciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,lockdown,18+,82 min,Drama,5.5,paul sambo empress njama ikponmwosa aik odiase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,last patrol on okinawa,16+,30 min,"Action, Drama",5.5,hunter doohan,jerry wolf,jeremy john wells,aaron jay rome,marie digby,rob narita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,summer day's dream,16+,106 min,Drama,5.5,john gielgud,rosemary harris,emily watson,michael mcshane,saskia reeves,paul rhys,paul bhattacharjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,balance.. hotay na,13+,120 min,"Drama, YoungAdultAudience",5.5,richi jain,harish thorat,tushar gijre,radhika pisal,dr.shirish shepal,rina benjabin,dhananjay nulke,suraj hande,rutuja burkul,anuradha koli,ramchandra dhumal,sagar kadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,act 2 _ series 6,ALL,1 Season,TVShows,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
