type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Movie,the men who stare at goats,R,94 min,Comedies,5.3,george clooney,ewan mcgregor,jeff bridges,kevin spacey,stephen lang,robert patrick,waleed zuaiter,stephen root,glenn morshower,nick offerman,tim griffin,rebecca mader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the returned,TV-MA,1 Season,"InternationalTvShows, TVDramas, TVHorror",5.3,anne cosigny,frã©dã©ric pierrot,clotilde hesme,cã©line sallette,samir guesmi,guillaume gouix,jean-francois sivadier,alix poisson,jenna thiam,grã©gory gadebois,pierre perrier,yara pilartz,swann nambotin,ana girardot,brune martin,bertrand constant,matila malliarakis,constance dollã©,laetitia de fombelle,simon ehrlacher,vincent trouilleux,jã©rã´me kircher,guillaume marquet,alma arnal,julien bourdel,franã§ois briault,gilles chabrier,aksel ustun,alain blazquez,,,,,,,,,,,,,,,,,,,,,
Movie,the riot club,R,107 min,"Dramas, InternationalMovies",5.3,sam claflin,max irons,douglas booth,jessica brown findlay,holliday grainger,natalie dormer,olly alexander,matthew beard,gordon brown,jack farthing,freddie fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tremors 2: aftershocks,PG-13,100 min,"Comedies, HorrorMovies, Sci_Fi_Fantasy",5.3,fred ward,chris gartin,helen shaver,michael gross,marcelo tubert,marco hernandez,josã© ramã³n rosario,thomas rosales jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tremors 3: back to perfection,PG,104 min,"Comedies, HorrorMovies, Sci_Fi_Fantasy",5.3,michael gross,shawn christian,susan chuang,charlotte stewart,ariana richards,tony genaro,barry livingston,john pappas,jason hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,turbo,PG,96 min,"Children_FamilyMovies, Comedies",5.3,ben schwartz,bill hader,luis guzmã¡n,snoop dogg,paul giamatti,ryan reynolds,maya rudolph,ken jeong,samuel l. jackson,michael peã±a,michelle rodriguez,richard jenkins,kurtwood smith,luis guzman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tusk,R,102 min,HorrorMovies,5.3,michael parks,justin long,haley joel osment,genesis rodriguez,johnny depp,harley morenstein,ralph garman,jennifer schwalbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,una,R,94 min,"Dramas, InternationalMovies",5.3,rooney mara,ben mendelsohn,riz ahmed,ruby stokes,natasha little,tara fitzgerald,tobias menzies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,union leader,TV-14,105 min,"Dramas, IndependentMovies, InternationalMovies",5.3,rahul bhat,tillotama shome,haresh dagiya,jayesh more,tirth sharma,vivek ghamande,jay vithlani,mehul buch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,yes or no 2,TV-PG,112 min,"InternationalMovies, LGBTQMovies, RomanticMovies",5.3,supanart jittaleela,sushar manaying,nisa boonsantear,apittha khlaiudom,apapattra meesang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,confessions of an invisible girl,TV-PG,91 min,"Children_FamilyMovies, Comedies",5.2,klara castanho,lucca picon,jãºlia gomes,marcus bessa,kiria malheiros,fernanda concon,gabriel lima,caio cabral,leonardo cidade,jade cardozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,too hot to handle: latino,TV-MA,1 Season,"InternationalTvShows, RealityTV, RomanticTVShows",5.2,itatã­ cantoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a storybots space adventure,TV-Y,13 min,Children_FamilyMovies,5.2,evan spiridellis,erin fitzgerald,jeff gill,fred tatasciore,evan michael lee,jared isaacman,sian proctor,chris sembroski,hayley arceneaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,house party 2,R,94 min,"Comedies, CultMovies, Music_Musicals",5.2,christopher reid,christopher martin,martin lawrence,bowlegged lou,paul anthony,b-fine,tisha campbell,kamron,iman,queen latifah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,love don't cost a thing,PG-13,101 min,"Comedies, RomanticMovies",5.2,nick cannon,christina milian,kenan thompson,kal penn,steve harvey,al thompson,ashley monique clark,elimu nelson,nichole robinson,melissa schuman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sas: rise of the black swan,R,124 min,"Action_Adventure, InternationalMovies",5.2,sam heughan,ruby rose,andy serkis,hannah john-kamen,tom wilkinson,tom hopper,noel clarke,anne reid,owain yeoman,jing lusi,ray panthaki,richard mccabe,douglas reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,cooking with paris,TV-MA,1 Season,RealityTV,5.2,paris hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my girl 2,PG,99 min,"Children_FamilyMovies, Comedies, Dramas",5.2,anna chlumsky,austin o'brien,dan aykroyd,jamie lee curtis,richard masur,christine ebersole,angeline ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the haunting in connecticut 2: ghosts of georgia,R,101 min,HorrorMovies,5.2,abigail spencer,chad michael murray,katee sackhoff,emily alyn lind,cicely tyson,andrea frankle,brad james,lance e. nichols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,plastic cup boyz: laughing my mask off!,TV-MA,1 Season,"StandUpComedy _ Talk Shows, TVComedies",5.2,joey wells,will 'spank' horton,na'im lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,african america,TV-MA,97 min,"Dramas, IndependentMovies, InternationalMovies",5.2,phumelele mthembu,anthony goss,thami buti,makhosazana ndlovu,zandile lujabe,gontse ntshegang,roget ellis,bridget pike,boipelo nokukhanya tau,james raynolds,nji alain,bongani dlamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,therapy,TV-PG,85 min,"Dramas, InternationalMovies",5.2,richard mofe-damijo,ireti doyle,ermelinde simo sakah jing,alenne menget,syndy emade,lucie memba boss,neba godwill awantu,otia vitalis,flora ndula obassi,merits kayla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,congo,PG-13,108 min,"Action_Adventure, Thrillers",5.2,dylan walsh,laura linney,ernie hudson,tim curry,joe don baker,grant heslov,adewale akinnuoye-agbaje,mary ellen trainor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the karate kid part iii,PG,112 min,"Children_FamilyMovies, Dramas",5.2,ralph macchio,pat morita,robyn lively,thomas ian griffith,martin kove,sean kanan,jonathan avildsen,randee heller,william christopher ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,prime time,TV-MA,92 min,"Dramas, InternationalMovies, Thrillers",5.2,bartosz bielenia,magdalena popå‚awska,andrzej kå‚ak,maå‚gorzata hajewska,dobromir dymecki,monika frajczyk,cezary kosiå„ski,adam nawojczyk,juliusz chrzä…stowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,into the wind,TV-MA,76 min,"Dramas, IndependentMovies, InternationalMovies",5.2,vladimã­r polã­vka,jenovã©fa bokovã¡,matyã¡å¡ å˜eznã­äek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a private war,R,110 min,"Dramas, IndependentMovies",5.2,rosamund pike,jamie dornan,tom hollander,stanley tucci,nikki amuka-bird,faye marsay,greg wise,corey johnson,raad rawi,jesuthasan antonythasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,then came you,TV-MA,97 min,"Comedies, Dramas, IndependentMovies",5.2,asa butterfield,maisie williams,nina dobrev,ken jeong,tyler hoechlin,david koechner,peyton list,tituss burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,eden,TV-PG,1 Season,"AnimeSeries, InternationalTvShows",5.2,marika kono,kentaro ito,kyoko hikami,tarusuke shingaki,koichi yamadera,yuuki kuwahara,yuhko kaida,ruby rose turner,david tennant,rosario dawson,jp karliak,neil patrick harris,cassandra lee morris,julie nathanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the mitchells vs. the machines,PG,114 min,"Children_FamilyMovies, Comedies",5.2,danny mcbride,abbi jacobson,maya rudolph,mike rianda,eric andrã©,olivia colman,fred armisen,beck bennett,john legend,chrissy teigen,blake griffin,conan o'brien,charlyne yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,wild dog,TV-MA,126 min,"Action_Adventure, InternationalMovies",5.2,nagarjuna akkineni,dia mirza,saiyami kher,atul kulakarni,bilal hussain,ali reza,mayank parakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my fair lady,G,173 min,"ClassicMovies, Music_Musicals",5.2,audrey hepburn,rex harrison,stanley holloway,wilfred hyde-white,gladys cooper,jeremy brett,theodore bikel,mona washbourne,isobel elsom,john holland,alan napier,marni nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,audrey,TV-14,101 min,Documentaries,5.2,audrey hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the crew,TV-14,1 Season,TVComedies,5.2,kevin james,sarah stiles,jillian mueller,freddie stroma,gary anthony williams,dan ahdoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the misadventures of hedi and cokeman,TV-MA,99 min,"Comedies, InternationalMovies",5.2,hedi bouchenafa,nassim lyes,fred testot,julie ferrier,benjamin traniã©,hugues jourdain,charlotte gabris,vincent desagnat,nina kepekian,hakim jemili,bun-hay mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,war dogs,R,114 min,"Comedies, Dramas",5.2,jonah hill,miles teller,ana de armas,kevin pollak,bradley cooper,shaun toub,steve lantz,gregg weiner,jb blanc,patrick st. esprit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the house arrest of us,TV-MA,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",5.2,daniel padilla,kathryn bernardo,herbert bautista,ruffa gutierrez,gardo versoza,arlene muhlach,arlene muchlach,dennis padilla,riva quenery,anthony jennings,alora sasam,huybs azarcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,your name engraved herein,TV-MA,115 min,"Dramas, InternationalMovies, LGBTQMovies",5.2,edward chen,tseng ching-hua,leon dai,jason wang,fabio grangeon,mimi shao,barry qu,erek lin,honduras,lotus wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bwakaw,TV-MA,110 min,"Dramas, InternationalMovies, LGBTQMovies",5.2,eddie garcia,princess,rez cortez,bibeth orteza,joey paras,allan paule,beverly salviejo,soxy topacio,armida siguion-reyna,luz valdez,gardo versoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,emicida: amarelo - itâ€™s all for yesterday,TV-MA,90 min,"Documentaries, InternationalMovies, Music_Musicals",5.2,emicida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,sugar rush christmas,TV-14,2 Seasons,RealityTV,5.2,hunter march,candace nelson,adriano zumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,before 30,TV-MA,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",5.2,damilola adegbite,o.c. ukeje,beverly naya,meg otanwa,anee icha,patrick diabuah,tunbosun aiyedehin,patrick doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the suit,TV-14,97 min,"Action_Adventure, Comedies, InternationalMovies",5.2,tamer hosny,akram hosny,amina khalil,dalal abdelaziz,maged el-masri,yasser ali maher,salwa mohammed,mahmoud el-bezzawy,hassan hosny,taher abu lela,ahmed zaher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the endless trench,TV-MA,148 min,"Dramas, IndependentMovies, InternationalMovies",5.2,antonio de la torre,belã©n cuesta,vicente vergara,josã© manuel poga,emilio palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a christmas catch,TV-G,87 min,"Dramas, RomanticMovies",5.2,emily alatalo,lauren holly,yanic truesdale,franco lo presti,andrew bushell,genelle williams,kyana teresa,eric hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ginny weds sunny,TV-MA,126 min,"Comedies, InternationalMovies, RomanticMovies",5.2,yami gautam,vikrant massey,suhail nayyar,ayesha raza mishra,isha talwar,rajeev gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,do do sol sol la la sol,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",5.2,go a-ra,lee jae-wook,kim ju-hun,ye ji-won,lee soon-jae,shin eun-soo,seo yi-sook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the 100,TV-MA,7 Seasons,"TVAction_Adventure, TVDramas, TVSci_Fi_Fantasy",5.2,eliza taylor,paige turco,bob morley,marie avgeropoulos,christopher larkin,henry ian cusick,isaiah washington,lindsey morgan,devon bostick,richard harmon,ricky whittle,jarod joseph,chelsey reist,sachin sahel,adina porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,carlos almaraz: playing with fire,TV-14,83 min,"Documentaries, LGBTQMovies",5.2,edward james olmos,zach de la rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,satria heroes: revenge of the darkness,TV-G,92 min,Children_FamilyMovies,5.2,christian loho,fernando surya,yayan ruhian,stella cornelia,yui takano,safira ratu,faris fadjar munggaran,adhitya alkatiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,edge of seventeen,TV-MA,103 min,"Comedies, Dramas, IndependentMovies",5.2,chris stafford,tina holmes,andersen gabrych,stephanie mcvay,lea delaria,john eby,antonio carriero,jason lockhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the governor,TV-14,1 Season,"InternationalTvShows, TVDramas",5.2,caroline chikezie,bimbo manuel,lord frank,edmond enaibe,taiwo obileye,jude chukwuka,kunle coker,paul christian chukwudi,samuel abiola robinson,simi adejumo,ani iyoho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tanu weds manu,TV-14,114 min,"Comedies, Dramas, InternationalMovies",5.2,madhavan,kangana ranaut,jimmy shergill,deepak dobriyal,swara bhaskar,eijaz khan,k.k. raina,rajendra gupta,ravi kishan,navni parihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,cable girls,TV-MA,6 Seasons,"InternationalTvShows, RomanticTVShows, Spanish_LanguageTVShows",5.2,blanca suã¡rez,nadia de santiago,ana fernã¡ndez,maggie civantos,ana polvorosa,yon gonzã¡lez,martiã±o rivas,nico romero,borja luna,sergio mur,concha velasco,antonio velã¡zquez,ernesto alterio,ira del rã­o,angela cremonte,andrea carballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,feel the beat,TV-G,110 min,"Children_FamilyMovies, Comedies, Dramas",5.2,sofia carson,wolfgang novogratz,donna lynne champlin,eva hauge,rex lee,brandon kyle goodman,lidya jewett,sadie lapidus,johanna colã³n,shaylee mansfield,shiloh nelson,justin allan,carina battrick,kai zen,marissa jaret winokur,enrico colantoni,dennis andres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mr. romantic,TV-14,97 min,"Comedies, InternationalMovies, RomanticMovies",5.2,mohamed emam,hassan hosny,lebleba,medhat tekha,bassem samra,dominique hourani,saeed tarabeek,diaa el merghany,nahla zaki,saad el soghayar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,dear my friends,TV-MA,1 Season,"InternationalTvShows, KoreanTVShows, TVDramas",5.2,shin gu,kim yeong-ok,kim hye-ja,na mun-hee,ju hyun,youn yuh-jung,park won-suk,go du-sim,ko hyun-jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the disaster artist,R,104 min,"Comedies, Dramas",5.2,james franco,dave franco,seth rogen,josh hutcherson,ari graynor,alison brie,jacki weaver,zac efron,hannibal buress,jason mantzoukas,nathan fielder,paul scheer,megan mullally,sharon stone,tommy wiseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,babamä±n ceketi,TV-MA,101 min,"Comedies, InternationalMovies",5.2,mã¼fit can saã§ä±ntä±,mert turak,ãœnal yeter,elif nur kerkã¼k,uäÿur demirpehlivan,ayåÿen gruda,erkan can,banu manioäÿlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rogue warfare,R,103 min,Action_Adventure,5.2,will yun lee,jermaine love,rory markham,bertrand-xavier corbi,katie keene,fernando chien,gina decesare,michael blalock,chris mulkey,stephen lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,masameer - the movie,TV-14,100 min,"Comedies, InternationalMovies",5.2,malik nejer,shahad alahmari,abdulaziz almuzaini,yousef aldakheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,dracula,TV-14,1 Season,"BritishTVShows, InternationalTvShows, TVDramas",5.2,claes bang,dolly wells,john heffernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fukrey,TV-14,135 min,"Action_Adventure, Comedies, Dramas",5.2,pulkit samrat,manjot singh,ali fazal,varun sharma,richa chadda,priya anand,vishakha singh,pankaj tripathi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,girls und panzer,TV-PG,1 Season,"AnimeSeries, InternationalTvShows",5.2,mai fuchigami,ai kayano,mami ozaki,ikumi nakagami,yuka iguchi,misato fukuen,mikako takahashi,kana ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,slow country,TV-MA,115 min,"Dramas, InternationalMovies",5.2,ivie okujaye,sambasa nzeribe,tope tedela,gina castel,majid michel,victor erabie,brutus richard,adebayo thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,nightflyers,TV-MA,1 Season,"TVHorror, TVMysteries, TVSci_Fi_Fantasy",5.2,eoin macken,david ajala,jodie turner-smith,angus sampson,sam strike,maya eshet,brã­an f. o'byrne,gretchen mol,miranda raison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,holiday in the wild,TV-PG,86 min,"Children_FamilyMovies, Dramas, RomanticMovies",5.2,rob lowe,kristin davis,fezile mpela,john owen lowe,colin moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shanghai fortress,TV-14,107 min,"Dramas, InternationalMovies, RomanticMovies",5.2,lu han,shu qi,shi liang,godfrey gao,wang gongliang,wang sen,sun jialing,vincent matile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,uyare,TV-14,119 min,"Dramas, InternationalMovies",5.2,parvathy,asif ali,tovino thomas,siddique,pratap pothan,samyuktha menon,anarkali marikar,prem prakash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the son,TV-MA,93 min,"Dramas, IndependentMovies, InternationalMovies",5.2,joaquã­n furriel,martina gusmã¡n,luciano cã¡ceres,heidi toini,regina lamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the twins effect ii,TV-14,106 min,"Action_Adventure, Comedies, InternationalMovies",5.2,donnie yen,jaycee chan,charlene choi,gillian chung,wilson chen bo-lin,tony leung ka fai,qu ying,fan bingbing,xie jing-jing,daniel wu,edison chen,jackie chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,twins mission,TV-MA,102 min,"Action_Adventure, InternationalMovies",5.2,sammo kam-bo hung,gillian chung,charlene choi,wu jing,yuen wah,jess zhang,steven cheung,lier qiu,shek sau,sam lee,andy liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,joy,TV-MA,101 min,"Dramas, IndependentMovies, InternationalMovies",5.2,anwulika alphonsus,mariam precious sanusi,angela ekeleme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,saverio raimondo: il satiro parlante,TV-MA,53 min,StandUpComedy,5.2,saverio raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,revisions,TV-14,1 Season,"AnimeSeries, InternationalTvShows",5.2,koki uchiyama,mikako komatsu,nobunaga shimazaki,rie takahashi,manaka iwami,soma saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,unicorn store,TV-14,92 min,"Comedies, Dramas, IndependentMovies",5.2,brie larson,samuel l. jackson,joan cusack,bradley whitford,mamoudou athie,hamish linklater,martha macisaac,karan soni,annaleigh ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nappily ever after,TV-MA,99 min,"Comedies, Dramas, RomanticMovies",5.2,sanaa lathan,ricky whittle,lynn whitfield,lyriq bent,ernie hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,buddies,TV-MA,103 min,"Comedies, Dramas, IndependentMovies",5.2,ariel goldenberg,rita pokk,breno viola,lima duarte,marco luque,daniel torres,monaliza marchi,amã©lia bittencourt,giulia de souza merigo,deto montenegro,rui unas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sebastian maniscalco: stay hungry,TV-MA,65 min,StandUpComedy,5.2,sebastian maniscalco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the doll,TV-MA,106 min,"HorrorMovies, InternationalMovies",5.2,shandy aulia,denny sumargo,sara wijayanto,vitta mariana barrazza,demian aditya,faiza mahnur,hans gunawan,aslam abad,annette edoarda,wenty mamenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the doll 2,TV-MA,117 min,"HorrorMovies, InternationalMovies",5.2,luna maya,herjunot ali,sara wijayanto,maria sabta,rydhen afexi,ira ilva sari,shofia shireen,mega carefansa,wati sudiyono,princess martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,and breathe normally,TV-14,102 min,"Dramas, IndependentMovies, InternationalMovies",5.2,kristiìn thoìra haraldsdoìttir,babetida sadjo,patrik nã¶kkvi peìtursson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,theyâ€™ll love me when iâ€™m dead,TV-MA,98 min,Documentaries,5.2,orson welles,alan cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,project s the series,TV-MA,4 Seasons,"InternationalTvShows, TVDramas, TeenTVShows",5.2,wiwattanawarang oabnithi,mahayotaruk thiti,lerkcharoempoj papangkorn,imanothai kawin,sakuljaroensuk apinya,oat pasakorn sanrattana,leeratanakajorn thanapob,skye nateeton wongrawee,supapunpinyo teeradon,chansangavej chayanit,ketprapakorn narikun,pibunsonggram kritsanapoom,santinatornkul chanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the black prince,PG-13,121 min,"Dramas, InternationalMovies",5.2,satinder sartaaj,shabana azmi,jason flemyng,amanda root,rup magon,sophie stevens,keith duffy,david essex,leanne joyce,ranjit singh shubh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,truth or dare,TV-MA,88 min,HorrorMovies,5.2,cassandra scerbo,brytni sarpy,mason dye,harvey guillen,luke baines,ricardo hoyos,alexxis lemire,christina masterson,heather langenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,agyaat,TV-14,97 min,"HorrorMovies, InternationalMovies",5.2,adesh bhardwaj,rasika dugal,joy fernandes,ravi kale,ishtiyak khan,priyanka kothari,kali prasad mukherjee,nitin reddy,gautam rode,howard rosemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,duck duck goose,PG,92 min,"Children_FamilyMovies, Comedies",5.2,jim gaffigan,zendaya,lance lim,greg proops,reggie watts,carl reiner,jennifer grey,stephen fry,diedrich bader,natasha leggero,craig ferguson,rick overton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,king of peking,TV-14,88 min,"Comedies, Dramas, InternationalMovies",5.2,zhao jun,wang naixun,han qing,si chao,geng bowen,yi long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fernando sanjiao: hombre,TV-MA,63 min,StandUpComedy,5.2,fernando sanjiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,moving on,TV-PG,1 Season,"InternationalTvShows, TVDramas",5.2,irene santiago,gary estrada,ariel rivera,patrick theo,louise chong,mano maniam,jojo struys,alvin wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,dave chappelle: equanimity _ the bird revelation,TV-MA,1 Season,"StandUpComedy _ Talk Shows, TVComedies",5.2,dave chappelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
